source,source_version,original_path,local_path,original_class,original_class_id,target_class,target_class_id,original_split,license
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/082.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/082.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/083.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/083.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/084.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/084.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/085.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/085.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/086.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/086.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/087.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/087.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/088.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/088.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/089.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/089.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/090.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/090.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/091.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/091.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/092.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/092.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/093.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/093.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/094.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/094.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/095.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/095.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/096.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/096.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/097.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/097.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/098.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/098.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/099.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/099.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/100.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/100.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/101.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/101.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/102.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/102.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/103.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/103.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/104.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/104.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/105.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/105.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/106.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/106.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/107.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/107.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/108.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/108.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/109.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/109.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/110.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/110.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/111.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/111.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/112.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/112.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/113.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/113.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/114.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/114.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/115.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/115.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/116.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/116.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/117.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/117.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/118.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/118.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/119.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/119.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/120.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/120.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/121.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/121.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/122.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/122.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/123.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/123.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/124.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/124.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/125.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/125.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/126.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/126.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/127.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/127.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/128.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/128.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/129.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/129.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/130.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/130.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/131.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/131.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/132.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/132.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/133.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/133.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/134.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/134.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/135.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/135.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/136.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/136.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/137.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/137.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/138.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/138.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/139.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/139.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/140.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/140.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/141.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/141.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/142.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/142.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/143.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/143.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/144.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/144.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/145.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/145.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/146.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/146.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/147.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/147.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/148.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/148.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/149.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/149.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/150.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/150.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/151.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/151.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/152.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/152.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/153.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/153.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/154.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/154.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/155.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/155.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/156.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/156.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/157.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/157.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/158.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/158.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/159.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/159.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/160.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/160.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/161.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/161.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/162.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/162.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/163.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/163.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/164.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/164.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/165.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/165.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/166.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/166.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/167.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/167.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/168.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/168.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/169.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/169.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/170.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/170.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/171.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/171.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/172.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/172.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/173.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/173.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE CALIPER/174.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE CALIPER/174.jpg,BRAKE CALIPER,,brake_caliper,2,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/001.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/001.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/002.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/002.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/003.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/003.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/004.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/004.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/005.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/005.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/006.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/006.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/007.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/007.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/008.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/008.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/009.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/009.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/010.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/010.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/011.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/011.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/012.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/012.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/013.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/013.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/014.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/014.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/015.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/015.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/016.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/016.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/017.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/017.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/018.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/018.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/019.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/019.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/020.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/020.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/021.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/021.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/022.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/022.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/023.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/023.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/024.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/024.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/025.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/025.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/026.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/026.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/BRAKE PAD/027.jpg,ia-service/datasets/raw/kaggle-car-parts/train/BRAKE PAD/027.jpg,BRAKE PAD,,brake_pad,0,train,Apache-2.0
